"supplier_name","address","phone"
"深圳市瑞华精密五金加工厂             ","广东 深圳市 广东省深圳市西丽镇官龙村西区38号","13713914794"
"深圳市华伟光电科技有限公司            ","广东 深圳市 广东省深圳市西丽镇留仙洞壮大工业区3楼4楼","13342969833"
"深圳市万兴达电子加工厂              ","广东 深圳市 广东省深圳市西乡镇鹤州西区工业园2栋5楼","13798349074"
"深圳索富通贸易有限公司              ","广东 深圳市 广东省深圳市香梅路华泰综合大楼三层","13924588809"
"深圳市松填科技发展有限公司            ","广东 深圳市 广东省深圳市中航路新亚洲电子城5楼529-530室","13510608083"
"顺新贸易公司                   ","广东 深圳市 广泛","13928487628"
"深圳市卓能塑胶机械有限公司            ","广东 深圳市 广深107国道西乡段林屋工业区26号（黄田加油站对面）","13828716988"
"深圳市东盾消防器材有限公司            ","广东 深圳市 广深公路松岗段222号(华深油站旁)","13510283444"
"深圳市宝安区西乡巨鑫五金弹簧厂          ","广东 深圳市 广深路","13590367439"
"轻工业批发用品有限公司              ","广东 深圳市 广深路松岗段44号","13590367439"
"木乐加速度服装有限公司              ","广东 深圳市 广西桂平市木乐镇","13380379554"
"深圳市当当实业有限公司广州办事处         ","广东 深圳市 广州白云区石井东方医院后面庆新一路10号","13620991891"
"深圳宝华贸易公司                 ","广东 深圳市 广州省深圳市","13751176262"
"广州市伟丽化妆品有限公司             ","广东 深圳市 广州市白云区","13924621996"
"欧达奇电子有限公司                ","广东 深圳市 广州市越秀区站西路南方钟表交易中心A188档","13632528635"
"深圳欧达奇电子有限公司              ","广东 深圳市 广州市越秀区站西路南方钟表交易中心A188档","13760462790"
"源森（深圳）电子科技有限公司           ","广东 深圳市 广州西堤二马路28-32号南方大厦国际数码城2FC106","15914101533"
"恒揚電子有限公司                 ","广东 深圳市 廣東省深圳市寶安區西鄉鎮后瑞社區新瑞路1號","13316813542"
"深圳市青春丽人化妆品有限公司A          ","广东 深圳市 桂芳路桂芳园902","13928423808"
"深圳市青春丽人化妆品有限公司E          ","广东 深圳市 桂芳路桂芳园902","13714094957"
"深圳市青春丽人化妆品有限公司R          ","广东 深圳市 桂芳路桂芳园902","13760462790"
"深圳市青春丽人化妆品有限公司广告部        ","广东 深圳市 桂芳路桂芳园902","13802290465"
"麻城众盈电源电子有限公司             ","广东 深圳市 桂庙路","13267012863"
"天宏科技有限公司                 ","广东 深圳市 桂园路红群楼小区23楼302#","13714716470"
"广东省深圳市速发贸易有限公司           ","广东 深圳市 国都大厦15E","13714315637"
"深圳华升电子厂                  ","广东 深圳市 国际电子城","13242019343"
"深圳波音特电子有限公司              ","广东 深圳市 国际商会大厦B座1201","13714757807"
"通用胶袋厂                    ","广东 深圳市 国际商品交易大厦五楼","1354332262"
"越南广林商贸公司深圳代表处            ","广东 深圳市 国际市长交流中心","13378668833"
"深圳鼎石商贸有限公司               ","广东 深圳市 国际文化大厦1317室","13714088545"
"东方证件集团总公司                ","广东 深圳市 国贸大厦1908","13823609001"
"深圳市凯达荣进出口有限公司            ","广东 深圳市 国贸大厦3009号","13510986096"
"香港柏仙奴国际贸易公司              ","广东 深圳市 国贸大厦36楼","13715219585"
"深圳市梦幻服装有限公司              ","广东 深圳市 国内","13266631107"
"深圳龙华百川机械厂                ","广东 深圳市 国内 东南亚及中东等地区","13714589256"
"深圳市汇丰真品有限公司              ","广东 深圳市 国内 国外","13510873156"
"深圳市广鑫达物流有限公司             ","广东 深圳市 国内长途运输","13510288497"
"广大机电（深圳）有限公司             ","广东 深圳市 国内市场","13590221787"
"中汽南方投资集团公司               ","广东 深圳市 国外资源 网络共享","13554713806"
"环群科技有限公司                 ","广东 深圳市 海滨新村10栋","13684990634"
"深圳冠君印刷有限公司               ","广东 深圳市 好来居大厦1104","13509696795"
"深圳市德科露科技有限公司             ","广东 深圳市 和平广场3009号","13798402262"
"通天地影音器材商行                ","广东 深圳市 和平路2049号4栋103","13244779778"
"深圳凌浩实业有限公司               ","广东 深圳市 和一村","13249863453"
"广东核电国际旅行社有限公司            ","广东 深圳市 核电大厦1102室","13316917768"
"金万年艺术包装厂                 ","广东 深圳市 横岗","13543347571"
"艺丰激光镭射厂                  ","广东 深圳市 横岗","13636937527"
"腾飞(深圳)手袋实业公司             ","广东 深圳市 横岗","13636965823"
"深圳市星科华杰塑胶五金制品厂业务部        ","广东 深圳市 横岗","13713720669"
"恒发印刷厂                    ","广东 深圳市 横岗","13332987086"
"深圳市宏励塑胶模具厂               ","广东 深圳市 横岗","13798853234"
"福建华达集团磁电有限公司             ","广东 深圳市 横岗","13631698073"
"荣发五金冶炼厂深圳分公司             ","广东 深圳市 横岗","13728791561"
"升泰废旧物资再生资源有限公司           ","广东 深圳市 横岗128工业区A7栋","13332921606"
"深圳市松盛发机电有限公司             ","广东 深圳市 横岗１８９工业区","13926583806"
"乐健实业有限公司                 ","广东 深圳市 横岗228工业区48栋D座","13316883686"
"军辉塑胶厂                    ","广东 深圳市 横岗爱联工业区","13689572395"
"深圳市欧港时装有限公司              ","广东 深圳市 横岗安良三角龙工业区安兴路14号四楼","13828787005"
"深圳市星锦雅实业有限公司市场部          ","广东 深圳市 横岗安良五村福坑路99号","13632506864"
"侯志矿（个体经营）                ","广东 深圳市 横岗大康","13510465551"
"深圳市亚迈化工有限公司营业部           ","广东 深圳市 横岗工业区","13823751939"
"深圳市创裕再生资源回收有限公司          ","广东 深圳市 横岗工业区","13554924254"
"云鹏眼镜深圳有限公司               ","广东 深圳市 横岗旱塘二路41号","13554954373"
"深圳旺达再生回收公司               ","广东 深圳市 横岗街道办189工业区旁","13802296746"
"深圳旭鹏吸塑包装厂                ","广东 深圳市 横岗街道办六约社区麻地街2号二楼","13554924254"
"深圳市龙岗区横岗镇六约福兴佳鞋材包装行      ","广东 深圳市 横岗康乐五区B栋","13826530298"
"深圳市森盛隆电子厂                ","广东 深圳市 横岗六联工业区21栋6楼","13826530298"
"亿宇数字化办公发展有限公司            ","广东 深圳市 横岗六约","13928472933"
"深圳全发外贸玩具厂                ","广东 深圳市 横岗六约大和工业区辰和路14号","13928472933"
"深圳市龙岗区百胜纸箱厂              ","广东 深圳市 横岗六约工业区22栋","13714612770"
"永发帽袋厂                    ","广东 深圳市 横岗六约和兴街１４号","13751176262"
"丽雅塑胶印刷制品厂                ","广东 深圳市 横岗六约麻地工业区","13570869411"
"何广文（个体经营）                ","广东 深圳市 横岗六约深坑吉榕路21号","13316879530"
"志华表面厂                    ","广东 深圳市 横岗排榜仙桃源工业区","13723779928"
"志立达电子加工厂                 ","广东 深圳市 横岗深坑村","13809864521"
"深圳市冠亚五金制品有限公司            ","广东 深圳市 横岗深坑工业区深坑路39号","13714810078"
"艺林珠绣车花厂                  ","广东 深圳市 横岗深坑工业区深竹路二巷五号","13168003899"
"深圳市辛骏翔科技有限公司             ","广东 深圳市 横岗四联","13924645793"
"新德威不锈钢制品有限公司             ","广东 深圳市 横岗四联228工业区8栋","13543289336"
"深圳321科技开发有限公司            ","广东 深圳市 横岗四联隆盛广场","13510555590"
"深圳高瞻实业有限公司公司             ","广东 深圳市 横岗四联下板工业区","13267187846"
"深圳市捷达富实业有限公司             ","广东 深圳市 横岗镇","13926557626"
"深圳市邦盈电讯科技有限公司            ","广东 深圳市 横岗镇","13922841937"
"卓伟电工机械有限公司               ","广东 深圳市 横岗镇   爱联","13554988390"
"深圳市嘉泰轻胶制品厂               ","广东 深圳市 横岗镇　安良工业区","13924217652"
"美欣移印钢板加工厂                ","广东 深圳市 横岗镇、宝安新村11巷1楼","13824330687"
"深圳市允固电子有限公司              ","广东 深圳市 横岗镇、西坑","13823130801"
"多田野包装材料制品深圳有限公司          ","广东 深圳市 横岗镇138工业区民乐路3号","13924614314"
"香港敏华实业有限公司               ","广东 深圳市 横岗镇１８９工业区","13590171519"
"协迈电子高科技开发公司              ","广东 深圳市 横岗镇189工业区","13823713829"
"深圳市中荣煜实业有限公司             ","广东 深圳市 横岗镇228工业区12栋","13510657586"
"通达塑料公司                   ","广东 深圳市 横岗镇爱联工业区6号","13246647872"
"鑫兴电器五金制品厂                ","广东 深圳市 横岗镇安良村安华路14号","13798471008"
"昌正手袋厂                    ","广东 深圳市 横岗镇安良村良华工业区11栋","13510079989"
"大自然塑胶五金厂                 ","广东 深圳市 横岗镇安良村良华工业区7栋","13590161156"
"深圳市福丰天誉塑料制品厂             ","广东 深圳市 横岗镇安良五村","13510276713"
"深圳市中恒兴商标代理有限公司业务部        ","广东 深圳市 横岗镇坳背坳一路102号","13246609008"
"三佑精品（深圳）有限公司             ","广东 深圳市 横岗镇坳背工业区","13927457651"
"深圳德艺创意礼品有限公司             ","广东 深圳市 横岗镇坳背工业区１８号","13352973728"
"嘉利胶袋制品厂 (业务部)            ","广东 深圳市 横岗镇大康村福田工业区","13751120362"
"日丰年吸塑包装制品厂(生产部)          ","广东 深圳市 横岗镇大康村莘塘工业区","13715062710"
"锦华工艺品原料行                 ","广东 深圳市 横岗镇大康路大凤村44幢","13826567125"
"玮嘉印刷厂                    ","广东 深圳市 横岗镇荷坳坪新路19号","13802565906"
"深圳市思源速递有限公司              ","广东 深圳市 横岗镇红棉一路","13823318693"
"福田模具五金商行                 ","广东 深圳市 横岗镇华桥新村51号","13723788848"
"深圳市华夏镜盒制品有限公司            ","广东 深圳市 横岗镇华西一巷１２号横岗眼镜市场１０７室","13751072315"
"深圳飞扬礼品包装厂市场部             ","广东 深圳市 横岗镇六约工业区","13928415358"
"深圳市乔普实业有限公司              ","广东 深圳市 横岗镇六约深坑村","13332939916"
"瑞兴实业有限公司                 ","广东 深圳市 横岗镇六约深坑吉榕路２０号","13715298623"
"阳光科技电子商务有限公司             ","广东 深圳市 横岗镇茂盛路118号","13689515856"
"深圳市精钻实业有限公司(业务部)         ","广东 深圳市 横岗镇排榜村四联路351号","13554968580"
"深圳市联明模具有限公司              ","广东 深圳市 横岗镇深坑村","13824372082"
"豫鹏贸易商行                   ","广东 深圳市 横岗镇水晶之城药展中心C1703B","13826554166"
"深圳市怡和合成剂厂                ","广东 深圳市 横岗镇四联工业区","13510145448"
"深圳展达精密五金电子有限公司           ","广东 深圳市 横岗镇四联排榜腾昌二路水电二局工业区19栋4楼","13632739428"
"深圳华士捷通讯器材有限公司            ","广东 深圳市 横岗镇窝肚村富肚工业区第八栋","13632509915"
"豫强塑胶用品有限公司               ","广东 深圳市 横岗镇西坑村","13242078146"
"深圳市龙岗区横岗建业五金制品厂          ","广东 深圳市 横岗镇西坑村","13530906246"
"宏星煌眼镜廠                   ","广东 深圳市 橫崗大園街124号","13714532668"
"亿驰科技电子公司                 ","广东 深圳市 红宝路130号503室","13714532668"
"深圳市香源实业发展有限公司(市场部)       ","广东 深圳市 红宝路２号洪岭大酒店会议楼一楼","13316854468"
"深圳春晖航空服务有限公司             ","广东 深圳市 红宝路南村一号","13528412783"
"深圳市曼雅礼服有限公司              ","广东 深圳市 红岗花园15栋","13535230203"
"深圳市金矩阵科技有限公司业务部          ","广东 深圳市 红岗路红岗西村红岗大厦1307","13352939996"
"深圳司克萨斯展览有限公司             ","广东 深圳市 红岗路金祥都市花园3栋8楼","13724380177"
"喜力电气深圳营销总部               ","广东 深圳市 红岗路青湖山庄2-611","13728684448"
"深圳市龙笛实业有限总公司             ","广东 深圳市 红岗路清水河小坑工业区3栋101","13714022959"
"深圳市友帮国际贸易有限责任公司          ","广东 深圳市 红桂路1018号武汉大厦","13850056921"
"深圳市青春丽人化妆品有限公司生产部        ","广东 深圳市 红金路金龙阁902","13928456818"
"深圳石田原风光园林绿化有限公司          ","广东 深圳市 红荔路４０１８号","13728730139"
"深圳市福爱我实业有限公司             ","广东 深圳市 红荔路86号 德源大厦","13590192256"
"中大方略企业管理咨询有限公司客户关系3部     ","广东 深圳市 红荔路四川大厦南附楼6楼","13554772091"
"深圳市亿方升实业有限公司             ","广东 深圳市 红荔西路缇香名苑商业街115号","13714098552"
"深圳市十二宝贝艺术品发展有限公司         ","广东 深圳市 红荔西路香蜜三村香悦阁","13714632969"
"深圳市时节竹炭有限公司              ","广东 深圳市 红岭北路2号","13824312622"
"深圳美嘉彩色包装印刷厂              ","广东 深圳市 红岭北路笋岗仓库802栋","13826505056"
"深圳市荔园实业有限公司              ","广东 深圳市 红岭路1018号","13554701971"
"深圳康普实业有限公司               ","广东 深圳市 红岭路南国大厦","13510467573"
"迪维德科技有限公司                ","广东 深圳市 红岭路台湾花园西座６Ｆ","13802572456"
"深圳市翁业投资发展有限公司市场部         ","广东 深圳市 红岭路中深国际大厦1102","13631655744"
"深圳市中佳美信息技术有限公司           ","广东 深圳市 红岭南路红岭大厦4栋10D","13926510442"
"深圳步进电机经销部                ","广东 深圳市 红岭南路鹿丹村１２－三－６０３","13798582323"
"深圳市晟泰广告有限公司              ","广东 深圳市 红岭中路","13923959513"
"深圳市三丰影视制作有限公司            ","广东 深圳市 红岭中路","13590284141"
"深圳市凯亚诺织造科技有限公司           ","广东 深圳市 红岭中路2118号建设集团大厦11F","13316856817"
"合肥三晶电子有限公司深圳办事处          ","广东 深圳市 红岭中路国际信托大厦２１０４室","13168758520"
"深圳梦网科技发展有限公司1            ","广东 深圳市 红岭中路建设集团１２楼","13824386628"
"深圳梦网科技有限公司短信事业部          ","广东 深圳市 红岭中路建设集团12楼","13603032760"
"深圳市梦网科技发展有限公司            ","广东 深圳市 红岭中路建设集团十二楼","13724318693"
"惠华电子(香港)有限公司             ","广东 深圳市 红岭中路康泰大厦翠华阁9A","13760209222"
"深圳市荣辉贸易有限公司              ","广东 深圳市 红岭中路南国大厦１栋１６层","13691988068"
"深圳市斯凯维电子有限公司(KSS)        ","广东 深圳市 红岭中路南国大厦2栋","13622399978"
"雷成（个体经营）                 ","广东 深圳市 红岭中路南国大厦A29-BC","13632877774"
"王森(个体经营)                 ","广东 深圳市 红岭中路南国大厦一栋14D","13802565706"
"深圳市康普实业发展有限公司市场部         ","广东 深圳市 红岭中路南国大厦一栋20层A","13802565706"
"吉鹭冷冻食品公司                 ","广东 深圳市 洪湖二街水产冷库","13826531776"
"轩辕吸塑制品有限公司               ","广东 深圳市 鸿瑞花园16-5A","13802562070"
"深圳柏艺二手钢琴直销行              ","广东 深圳市 后海7-110","13632936766"
"深圳市世纪创展装饰材料发展有限公司        ","广东 深圳市 后海大道云海天城二层","13632928772"
"易佳(个体工商户)                ","广东 深圳市 湖北省 襄樊市","13823126716"
"深圳市趣味体育发展有限公司            ","广东 深圳市 湖贝路1047号606","13682673416"
"深圳慧贸达进出口公司               ","广东 深圳市 湖贝路2139号湖润大厦1501","13570828456"
"深圳市彩弦科技有限公司              ","广东 深圳市 湖南长沙","13798596472"
"深圳爱新文具有限公司               ","广东 深圳市 湖田区泥岗东路旭飞华天苑Ａ栋４０８","13728730139"
"深圳市阿尔通科技有限公司             ","广东 深圳市 华发北路２５号振华大厦","13798396935"
"深圳市汉润电子仪器有限公司            ","广东 深圳市 华发北路30号设计院4栋601","13798408981"
"深圳市源鸿电子仪器有限公司业务部         ","广东 深圳市 华发北路30号设计院4栋601","13826580158"
"科浪电子有限公司                 ","广东 深圳市 华发北路电子科技大厦Ｂ座7132","13902461479"
"深圳市海联顺科技有限公司             ","广东 深圳市 华发北路华发大厦六楼658室","13392813161"
"深圳市电脑网络科技开发有限公司          ","广东 深圳市 华发北路桑达雅苑13甲B","13612833179"
"深圳御风科技有限公司               ","广东 深圳市 华发北路桑达雅苑18L","13714413217"
"深圳市正通网络技术开发有限公司          ","广东 深圳市 华发北路振华大厦","13246668289"
"深圳华星电子有限公司               ","广东 深圳市 华发北路振华大厦","13714338786"
"深圳市昌盛科技有限公司              ","广东 深圳市 华发路","13714613753"
"深圳市都都文具有限公司              ","广东 深圳市 华发南路华阳街9号4楼","13682514398"
"深圳市都都文具有限公司销售部           ","广东 深圳市 华发南路华阳街9号4楼","13925200015"
"广东省深圳市威奇电池有限公司           ","广东 深圳市 华发南路通天地","13620944240"
"深圳市灵狐广告有限公司              ","广东 深圳市 华富路1048号新欣大厦709-711","13928432160"
"利文科技（中国）实业有限公司           ","广东 深圳市 华富路5号南光大厦1001－1003","13564090858"
"何海鹏(个体经营)                ","广东 深圳市 华富路5号南光大厦815","13824311648"
"深圳市建茂数码科技有限公司Kingmo      ","广东 深圳市 华富路航都CATIC大厦19D","13713653222"
"深圳蓝正科技有限公司               ","广东 深圳市 华富路华富路20号","13631536001"
"思通科技有限公司                 ","广东 深圳市 华富路中航苑航都大厦","13714582763"
"深圳市拓普通讯有限公司(行政部)         ","广东 深圳市 华康大厦508","13723791648"
"星王数码公司                   ","广东 深圳市 华丽大厦118号1栋410室","1376027186"
"深圳市昌鑫服饰有限公司              ","广东 深圳市 华丽环岛华丽路集浩花园集华阁10A","13392162628"
"深圳市飞鹤航空服务有限公司罗湖业务部       ","广东 深圳市 华联大厦512室","13392161971"
"陈辉（个体经营）                 ","广东 深圳市 华南城","13590478624"
"深圳市鑫昇电子公司                ","广东 深圳市 华南城跨国电子采购博览中心P07—1273A 1348柜台","13249818736"
"深圳市盛意隆纸品有限公司             ","广东 深圳市 华南城纸品区P06栋113号","13554703085"
"宝力机械有限公司深圳办事处            ","广东 深圳市 华南地区","13714572651"
"深圳市威亚特科技开发有限公司           ","广东 深圳市 华南电力大厦921室","13760371587"
"深圳市宝鑫电子有限公司              ","广东 深圳市 华强北","13246602663"
"大为激光(镭射)工艺研发中心           ","广东 深圳市 华强北","13713832565"
"深圳海恒电子有限公司               ","广东 深圳市 华强北","13662565494"
"深圳昊联包装礼品有限公司             ","广东 深圳市 华强北","13510614586"
"新三和通讯饰品有限公司              ","广东 深圳市 华强北","13808859416"
"深圳市千秋商贸有限公司              ","广东 深圳市 华强北","13714096718"
"深圳晨科科技发展有限公司             ","广东 深圳市 华强北","13509650521"
"佳星贸易公司                   ","广东 深圳市 华强北","13725583622"
"深圳市太平洋通讯市场天祺电子展销部        ","广东 深圳市 华强北","13715332211"
"优视达科技有限公司                ","广东 深圳市 华强北","13556890377"
"深圳科利实业有限公司               ","广东 深圳市 华强北","13751102044"
"深圳市鹏庆达电子商贸公司             ","广东 深圳市 华强北","13923719010"
"光科电子(深圳)有限公司             ","广东 深圳市 华强北","13926550036"
"深圳力邦集团                   ","广东 深圳市 华强北","13543339683"
"佳讯达贸易公司                  ","广东 深圳市 华强北","13715315209"
"深圳市春江电子科技有限公司            ","广东 深圳市 华强北 赛博广场 3B21","13824346965"
"智仁计算机技术有限公司              ","广东 深圳市 华强北.现代之窗.B座19K","13510246668"
"深圳市日泰发电子有限公司             ","广东 深圳市 华强北百花路长城大厦5栋","13714667855"
"深圳市华太网络有限公司              ","广东 深圳市 华强北宝华大厦","13724305413"
"深圳联欣泰科技有限公司              ","广东 深圳市 华强北宝华大厦","13554828299"
"深圳市国裕电子有限公司              ","广东 深圳市 华强北地铁电子中心A129","13902946819"
"深圳无忧数码商城                 ","广东 深圳市 华强北电子科技大厦B座三楼","13725500302"
"深圳市宇森世纪电子有限公司            ","广东 深圳市 华强北鼎诚大厦","13590166341"
"深圳森普科技股份有限公司             ","广东 深圳市 华强北东方时代B座","13798222468"
"威凌电子有限公司                 ","广东 深圳市 华强北都会大厦Ｂ座１００２８Ｑ","13714228545"
"深圳市美电制冷设备有限公司龙岗分公司       ","广东 深圳市 华强北红荔路空调专卖旗靓店(国美旁边)","13724395227"
"深圳市久资电子有限公司              ","广东 深圳市 华强北宏大现代之窗B座7A室","13631557305"
"深圳市益拓数码电子有限公司(销售部)       ","广东 深圳市 华强北华发北路桑达雅苑9K","13802200798"
"深圳辉诚电子有限公司               ","广东 深圳市 华强北华强电子城","13538133245"
"深圳华义通科技有限公司              ","广东 深圳市 华强北华强电子世界3号楼5C043室","13580484877"
"深圳杨子电子有限公司               ","广东 深圳市 华强北华胜大厦5008","13928420430"
"凌新电子有限公司                 ","广东 深圳市 华强北路","13554762962"
"金邦宇电子公司                  ","广东 深圳市 华强北路","13632879816"
"凯达通讯有限公司                 ","广东 深圳市 华强北路","13714596689"
"深圳和昌科技有限公司               ","广东 深圳市 华强北路","13798401395"
"锡安礼品商行                   ","广东 深圳市 华强北路","13510169219"
"深圳广成电子经营部                ","广东 深圳市 华强北路 华强电子世界","13828819988"
"深圳市太极光科技有限公司销售部          ","广东 深圳市 华强北路２００１号深纺大厦Ｂ座１６楼","13713900409"
"深圳市通宝市场友帮商行              ","广东 深圳市 华强北路2007号","13590315500"
"深圳市新发现科技有限公司             ","广东 深圳市 华强北路205号","13715239197"
"深圳市新兰德证券投资咨询有限公司         ","广东 深圳市 华强北路4002号圣廷苑酒店B座16 F","13590403529"
"龙开梅(个体经营)                ","广东 深圳市 华强北路4号14层","13534277036"
"深圳伟达电子有限公司               ","广东 深圳市 华强北路电子世界20A433","13510461238"
"伟达电子有限公司市场部              ","广东 深圳市 华强北路电子世界20A433","13570844889"
"深圳市恒方科技开发有限公司            ","广东 深圳市 华强北路东方时代广场A栋1111","13728643232"
"深圳市鸿光盛业电子有限公司销售部         ","广东 深圳市 华强北路东方时代广场A座1807室","13590355348"
"深圳全脑电子厂                  ","广东 深圳市 华强北路东方时代广场A座2106","13590154982"
"深圳恒君达电子公司                ","广东 深圳市 华强北路都会100电子市场4C143","13510448422"
"深圳市鑫之源科技有限公司1            ","广东 深圳市 华强北路都会电子城B座","13544193770"
"龙兴通讯有限公司                 ","广东 深圳市 华强北路国际电子城3001房","13502806431"
"山崎通讯有限公司                 ","广东 深圳市 华强北路国际电子城3楼3117.3118","13798325159"
"深圳市未讯电子有限公司(销售部）         ","广东 深圳市 华强北路国际电子城412室","13922905696"
"深圳市晋辉国际贸易有限公司            ","广东 深圳市 华强北路国际电子城M11","13544398469"
"深圳市七方电子有限公司              ","广东 深圳市 华强北路华联发大厦508","13632639936"
"世耀电子（深圳）有限公司             ","广东 深圳市 华强北路华联发大厦7F","13554719466"
"正峰电子有限公司                 ","广东 深圳市 华强北路华强电子世界","13714091311"
"深圳裕泰电子有限公司(销售部)          ","广东 深圳市 华强北路华强电子世界21B258","13612885552"
"深圳市创亿科技有限公司              ","广东 深圳市 华强北路华强电子世界22B009","13826586391"
"深圳市圣百创力达信息有限公司           ","广东 深圳市 华强北路华强电子世界2号楼4楼23C001","13632538032"
"正远电线电缆有限公司               ","广东 深圳市 华强北路华强电子世界3号楼A356柜台","13714392971"
"深圳市金日旗舰实业有限公司            ","广东 深圳市 华强北路康乐大厦628室","13392180609"
"深圳市恒丰电子工具仪器有限公司          ","广东 深圳市 华强北路康乐大厦716","13826525700"
"深圳市银鹏科技有限公司销售部           ","广东 深圳市 华强北路群星广场A座1401","13760300895"
"日飞电子贸易公司                 ","广东 深圳市 华强北路赛格大厦2402A室","13316860893"
"联星科技(深圳)有限公司             ","广东 深圳市 华强北路赛格电子市场3A19","13725566660"
"深圳市欣荣盛连接有限公司             ","广东 深圳市 华强北路赛格工业大厦５楼５５５室","13728766158"
"深圳市万峰科技有限公司销售部           ","广东 深圳市 华强北路赛格工业大厦896","13537742067"
"深圳市天玲电子科技有限公司销售部         ","广东 深圳市 华强北路赛格广场3208 A B","13902952299"
"深圳市伟创科技有限公司              ","广东 深圳市 华强北路赛格广场3A23","13715386067"
"深圳赛格捷信电子工具行              ","广东 深圳市 华强北路赛格广场一楼1co17号","13316853384"
"深圳市旺角科技有限公司              ","广东 深圳市 华强北路赛格科技园","13689534161"
"深圳市中星科技有限公司-主机部          ","广东 深圳市 华强北路赛格科技园二栋西九楼","13689534161"
"深圳市润泰科技有限公司渠道部           ","广东 深圳市 华强北路赛格科技园四栋东三层","13689534161"
"深圳市显雄科技有限公司              ","广东 深圳市 华强北路上步工业区102栋西616号","13689534161"
"海逸时代科技(香港)有限公司深圳办事处      ","广东 深圳市 华强北路上步工业区202栋4楼","13689534161"
"深圳市科达光电贸易有限公司            ","广东 深圳市 华强北路上步工业区205栋5128室","13242034869"
"深圳市信港电脑有限公司业务部           ","广东 深圳市 华强北路深纺大厦B1808","13502874585"
"深圳市凌速伟业电子科技有限公司          ","广东 深圳市 华强北路太平洋大厦2楼","13510402186"
"深圳一卡多号科技有限公司             ","广东 深圳市 华强北路通讯市场","13725581394"
"深圳市钜恒实业有限公司业务部           ","广东 深圳市 华强北路现代之窗Ｂ座１７Ｐ室","13632502900"
"上海商成商务咨询有限公司             ","广东 深圳市 华强北路现代之窗大厦","15999511598"
"董兵（个体经营）                 ","广东 深圳市 华强北路远望数码城A2031室","13928494550"
"深圳市漫游通实业有限公司营业处          ","广东 深圳市 华强北路中电数码广场三楼","13242956143"
"深圳市万通利电子有限公司销售部          ","广东 深圳市 华强北南光捷佳大厦2825","13537688899"
"深圳华强北女人世界专业市场宜高饰品行       ","广东 深圳市 华强北女人世界023A西","13265743530"
"深圳日山红公司                  ","广东 深圳市 华强北群星广场ａ２３１６","13510665020"
"深圳市翔辉科技有限公司（加德士）         ","广东 深圳市 华强北群星广场B座2207室","13798338558"
"深圳市艾克斯科技有限公司             ","广东 深圳市 华强北塞博数码广场五楼","13246602207"
"深圳市贝贝购电子实业有限公司           ","广东 深圳市 华强北赛博广场4A17","13510133881"
"深圳市起昂科技有限公司              ","广东 深圳市 华强北赛博广场4C113-4C115室","13510488995"
"深圳兴科达数码有限公司              ","广东 深圳市 华强北赛博广场B座6楼6N","13823683209"
"深圳市启胜科技有限公司              ","广东 深圳市 华强北赛格广场5楼5280柜","13714582287"
"深圳德而威电子有限公司              ","广东 深圳市 华强北赛格科技园","13902316822"
"维达通光电有限公司                ","广东 深圳市 华强北赛格科技园三栋东708房","13800000000"
"深圳万邦国际物流运输有限责任公司         ","广东 深圳市 华强北赛格科技园四栋B座814-816室","13662292496"
"国联科技实业有限公司               ","广东 深圳市 华强北赛格万汇数码城B座4楼4093","13266650727"
"深圳市鸿远威视科技开发有限公司          ","广东 深圳市 华强北桑达雅苑","13823293880"
"深圳瑞丰网络科技有限公司             ","广东 深圳市 华强北商业街","13632511361"
"深圳天喜通信公司                 ","广东 深圳市 华强北上步工业区 205栋3楼","13554907710"
"河南焦作伙伴工贸有限公司             ","广东 深圳市 华强北深纺大厦","13246642030"
"深圳康视达电子有限公司              ","广东 深圳市 华强北太平洋2A52室","13392166338"
"深圳市富豪网络线材公司              ","广东 深圳市 华强北太平洋安防市场","13724315737"
"深圳市欣赛通科技有限公司             ","广东 深圳市 华强北太平洋安防通讯市场三楼3c238","13864041598"
"深圳智能电子有限公司               ","广东 深圳市 华强北泰英通讯市场四楼4A33","13631524429"
"深圳通信器材市场均利通讯经营部          ","广东 深圳市 华强北通信市场","13927459955"
"深圳市世春电子科技有限公司            ","广东 深圳市 华强北通信市场","13510099750"
"深圳声鑫电容器有限公司              ","广东 深圳市 华强北现代之窗A11CD","13662246400"
"普尔普斯服装批发行                ","广东 深圳市 华强北现代之窗大厦","13724321060"
"深圳市众力电子有限公司              ","广东 深圳市 华强北远望数码城1053室","13715211484"
"鑫远洋通讯厂                   ","广东 深圳市 华强北远望数码城三楼","13590110251"
"深圳全流通通讯行                 ","广东 深圳市 华强北远望数码商城","13538210688"
"深圳市智博瑞电子科技有限公司销售部        ","广东 深圳市 华强北振华路55号士必达大厦705A","13380314336"
"深圳市旭鹏科技有限公司              ","广东 深圳市 华强北振兴路109号","13544073194"
"雪阳数码科技有限公司               ","广东 深圳市 华强北中电电子市场","13794455169"
"深圳汇科元实业有限公司---IT部门       ","广东 深圳市 华强北中电市场","13714948372"
"深圳市国辉科技电子有限公司            ","广东 深圳市 华强北中电数码广场2149 6129","13590356878"
"深圳市创先科技有限公司              ","广东 深圳市 华强北中电信息大厦四楼4140","13249879343"
"深圳市雅乐电子有限公司              ","广东 深圳市 华强北中电信息时代广场１０９６","13926552702"
"深圳索迪威科技有限公司              ","广东 深圳市 华强地铁电子中心B275","13510021999"
