"part_name","manufacturer","retail_price","supply_price"
"升降直通式止回阀","洛阳洛矿冶金建材设备厂              ","1460.00","6037.9650000000"
"升降直通式止回阀","洛阳洛矿冶金建材设备厂              ","1460.00","5580.3480000000"
"升降直通式止回阀","辽源市重型机器厂                 ","1460.00","6682.6130000000"
"自由半浮球式蒸汽疏水阀","溧阳市矿山机械厂                 ","1460.00","9394.2410000000"
"转子","沈阳矿山机械（集团）有限公司           ","1460.00","3056.0310000000"
"自动磨刀裁剪机","沈阳矿山机械（集团）有限公司           ","1460.00","2381.2500000000"
"单相交流同步发电机","山东煤矿莱芜机械厂                ","1460.00","3699.7600000000"
"串激直流电动机","山东煤矿莱芜机械厂                ","1460.00","9872.2960000000"
"直流电磁操动机构","沈阳矿山机械（集团）有限责任公司         ","1460.00","7707.1670000000"
"直流接触器","辽源市重型机器厂                 ","1460.00","8098.0630000000"
"电磁转换开关","中信重型机械公司                 ","1460.00","8515.2760000000"
"HA—FF HC—MF专用电缆","中信重型机械公司                 ","1460.00","6947.6920000000"
"TCL彩色电视机","洛阳洛矿冶金建材设备厂              ","1460.00","4681.5460000000"
"长虹彩色电视机","辽源市重型机器厂                 ","1460.00","8400.8670000000"
"长虹彩色电视机","辽源市重型机器厂                 ","1460.00","2542.6720000000"
"QFR聚氯乙烯—丁腈复合物绝缘低压电线","沈阳矿山机械（集团）有限责任公司         ","1460.00","7633.2420000000"
"小天鹅波轮全自动洗衣机","沈阳矿山机械（集团）有限责任公司         ","1460.00","2570.6800000000"
"康佳彩色电视机","柳州市高压电器厂                 ","1460.00","3490.0170000000"
"液压操作阀","辽源市重型机器厂                 ","1470.00","7024.9450000000"
"升降直通式止回阀","沈阳矿山机械（集团）有限责任公司         ","1470.00","2877.5590000000"
"升降直通式止回阀","沈阳矿山机械（集团）有限责任公司         ","1470.00","4746.8160000000"
"排渣止回阀","沈阳矿山机械（集团）有限责任公司         ","1470.00","2850.4710000000"
"活塞式减压阀","洛阳洛矿冶金建材设备厂              ","1470.00","6668.4100000000"
"活塞式减压阀","镇江电磁设备厂                  ","1470.00","2647.9470000000"
"活塞式减压阀","镇江电磁设备厂                  ","1470.00","6236.1070000000"
"活塞式减压阀","镇江电磁设备厂                  ","1470.00","1968.3730000000"
"交流及直流带自动开关防滴式分配电箱","镇江电磁设备厂                  ","1470.00","7985.7660000000"
"混合式步进电动机","岳阳起重电磁铁厂                 ","1470.00","7847.2230000000"
"户外高压隔离开关","岳阳起重电磁铁厂                 ","1470.00","6051.4860000000"
"高压隔离开关","沈阳矿山机械（集团）有限责任公司         ","1470.00","3890.2410000000"
"万能式断路器","辽源市重型机器厂                 ","1470.00","9554.8070000000"
"万能式断路器","沈阳矿山机械（集团）有限责任公司         ","1470.00","2556.2800000000"
"YJV0.6/1KV铜芯交联聚乙烯绝缘聚氯乙烯护套电力电缆","太原矿山机器集团有限公司             ","1470.00","2812.1590000000"
"单相无触点开关","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1470.00","1596.7090000000"
"视音频转换器","沈阳矿山机械（集22团）有限责任公司       ","1470.00","5061.1850000000"
"升降直通式止回阀","沈阳矿山机械（集团）有限责任公司         ","1480.00","8761.2880000000"
"升降直通式止回阀","昆明重工（集团）股份有限公司           ","1480.00","4673.3290000000"
"升降直通式止回阀","沈阳矿山机械（集团）有限责任公司         ","1480.00","2912.7490000000"
"升降直通式止回阀","洛阳洛矿冶金建材设备厂              ","1480.00","5877.5060000000"
"升降直通式止回阀","沈阳矿山机械（集团）有限责任公司         ","1480.00","1825.7790000000"
"手持气腿两用凿岩机","沈阳矿山机械（集团）有限责任公司         ","1480.00","3126.2330000000"
"面筋脱水机","沈阳矿山机械（集团）有限责任公司         ","1480.00","6174.3210000000"
"巧克力浆料泵","沈阳矿山机械（集团）有限责任公司         ","1480.00","6492.1120000000"
"商务通掌上电脑","沈阳矿山机械（集团）有限责任公司         ","1480.00","4578.3000000000"
"商务通掌上电脑","沈阳矿山机械（集团）有限责任公司         ","1480.00","4718.1110000000"
"户内高压隔离开关","镇江电磁设备厂                  ","1480.00","8269.4270000000"
"万能式断路器","镇江电磁设备厂                  ","1480.00","1490.7670000000"
"YQ、YQW250V轻型橡套电缆","镇江电磁设备厂                  ","1480.00","8107.1400000000"
"YQ、YQW250V轻型橡套电缆","镇江电磁设备厂                  ","1480.00","8673.5960000000"
"单相磁座钻","镇江电磁设备厂                  ","1480.00","3417.7750000000"
"商务通掌上电脑","镇江电磁设备厂                  ","1480.00","7221.3370000000"
"美能达激光打印机","镇江电磁设备厂                  ","1480.00","9937.7520000000"
"三星传真机","上海电磁分离器厂                 ","1480.00","5737.3750000000"
"惠普多功能办公一体机","沈阳矿山机械（集团）有限责任公司         ","1480.00","6843.5010000000"
"惠普多功能办公一体机","沈阳矿山机械（集团）有限责任公司         ","1480.00","7632.3510000000"
"气动记录仪","辽源市重型机器厂                 ","1480.00","5878.1330000000"
"升降直通式止回阀","河南塑料机械股份有限公司             ","1490.00","5162.8880000000"
"升降直通式止回阀","徐州工程机械集团桥箱公司包装机械厂        ","1490.00","2984.1710000000"
"升降直通式止回阀","江西长征机器厂                  ","1490.00","5619.5390000000"
"双联弹簧微启式安全阀","洛阳洛矿冶金建材设备厂              ","1490.00","4462.6390000000"
"木工压刨床","辽源市重型机器厂                 ","1490.00","6609.4710000000"
"木工多用机床","沈阳矿山机械（集团）有限责任公司         ","1490.00","9837.8370000000"
"蒸馏水发生器","沈阳矿山机械（集团）有限责任公司         ","1490.00","6761.8960000000"
"缝盘机","沈阳矿山机械（集团）有限责任公司         ","1490.00","5177.1140000000"
"三相调压器","镇江电磁设备厂                  ","1490.00","1980.7290000000"
"脉冲电容器","岳阳起重电磁铁厂                 ","1490.00","8083.0430000000"
"脉冲电容器","岳阳起重电磁铁厂                 ","1490.00","1730.8440000000"
"脉冲电容器","岳阳起重电磁铁厂                 ","1490.00","7214.7080000000"
"塑壳断路器","柳州市高压电器厂                 ","1490.00","5241.6820000000"
"隔爆型电磁起动器","辽源市重型机器厂                 ","1490.00","4372.9910000000"
"隔爆型电磁起动器","辽源市重型机器厂                 ","1490.00","1559.8750000000"
"ZEEE48E","淮北矿山机械厂                  ","1490.00","2310.0810000000"
"铜芯护套线","南昌通用机械有限责任公司             ","1490.00","7896.1490000000"
"豪山强排热水器","太原矿山机器集团有限公司             ","1490.00","6836.6260000000"
"黑白4画面分割器","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1490.00","6416.9080000000"
"联想打印机","太原矿山机器集团有限公司             ","1499.00","1507.9370000000"
"ADI显示器","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1499.00","6052.2460000000"
"联想数码产品","昆明重工（集团）股份有限公司           ","1499.00","8576.4380000000"
"联想数码产品","广东省汕头万安塑料机械厂             ","1499.00","4092.8620000000"
"长秋传真机色带","镇江电磁设备厂                  ","15.00","7775.2570000000"
"长秋传真机色带","镇江电磁设备厂                  ","15.00","5051.4770000000"
"长秋传真机色带","沈阳矿山机械（集团）有限责任公司         ","15.00","7612.0690000000"
"长秋传真机色带","上海电磁分离器厂                 ","15.00","7601.4900000000"
"长秋传真机色带","沈阳电力机械厂                  ","15.00","530.8137000000"
"钢质无缝气瓶","岳阳起重电磁铁厂                 ","150.00","3875.1220000000"
"旋启单瓣式止回阀","沈阳矿山机械（集团）有限责任公司         ","1500.00","6260.7030000000"
"旋启单瓣式止回阀","中信重型机械公司                 ","1500.00","6687.9720000000"
"旋启单瓣式止回阀","南昌通用机械有限责任公司             ","1500.00","6246.2320000000"
"弹簧微启式安全阀","南通市矿山机械厂                 ","1500.00","9747.0780000000"
"连续送弹枪挂架","锡山市锡东冷弯型设备厂              ","1500.00","3435.2870000000"
"连续送弹枪挂架","廊坊冶金机械集团有限公司             ","1500.00","1879.2530000000"
"真空吸风烫台","大连橡胶塑料机械工业公司             ","1500.00","2962.9820000000"
"电脑巡更机","大连橡胶塑料机械工业公司             ","1500.00","1840.6750000000"
"三相调压器","广东省汕头万安塑料机械厂             ","1500.00","2827.2330000000"
"三相调压器","广东省汕头万安塑料机械厂             ","1500.00","2551.6460000000"
"照明变压器","山东省高压容器厂                 ","1500.00","3498.1210000000"
"断路器","中山长征机械厂                  ","1500.00","9428.5130000000"
"跳闸回路监视继电器","张家港利源机械有限公司              ","1500.00","9992.7560000000"
"RVB铜芯聚氯乙烯绝缘平型软线","哈尔滨第一轻工机械厂               ","1500.00","5212.9800000000"
"新飞冷柜","宜兴市塑料机械厂                 ","1500.00","6698.3750000000"
"惠普喷墨打印机","上海威宇机电制造有限公司             ","1500.00","9157.4510000000"
"惠普喷墨打印机","上海威宇机电制造有限公司             ","1500.00","2836.5120000000"
"条码扫描","四川省新津化工机械厂               ","1500.00","8413.9540000000"
"健伍手持机","中信重型机械公司                 ","1500.00","2593.1200000000"
"健伍手持机","中信重型机械公司                 ","1500.00","9085.0590000000"
"惠普喷墨打印机","沈阳矿山机械（集团）有限责任公司         ","1500.00","8739.9830000000"
"复印机","南昌通用机械有限责任公司             ","1500.00","9420.9920000000"
"条码扫描","太原矿山机器集团有限公司             ","1500.00","9114.1440000000"
"松下传真机","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1500.00","3288.3400000000"
"健伍手持机","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1500.00","1958.0960000000"
"健伍手持机","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1500.00","5627.6290000000"
"单体液压支柱","青岛空气压缩机厂                 ","1510.00","1966.3190000000"
"无功自动补偿箱","北京化工设备厂                  ","1510.00","5989.4280000000"
"无功自动补偿箱","北京化工设备厂                  ","1510.00","8986.4620000000"
"RVV铜芯聚氯乙烯绝缘聚氯乙烯护套软线","洛阳洛矿采选设备厂                ","1510.00","3337.7990000000"
"RVV铜芯聚氯乙烯绝缘聚氯乙烯护套软线","洛阳洛矿采选设备厂                ","1510.00","8099.4210000000"
"惠普打印服务器","洛阳洛矿采选设备厂                ","1510.00","3958.0840000000"
"浮球液位计","上海石油化工压力容器厂              ","1510.00","3853.7300000000"
"弹簧微启式安全阀","山东省高压容器厂                 ","1520.00","6219.8750000000"
"差压钟形浮子式蒸汽疏水阀（法兰连接）","广东省肇庆化工机械厂               ","1520.00","7367.7970000000"
"络纱机","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1520.00","6383.3330000000"
"络纱机","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1520.00","5915.7050000000"
"远红外线烤漆机","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1520.00","7941.4020000000"
"万能式断路器","上海威宇机电制造有限公司             ","1520.00","7072.4250000000"
"塑壳断路器","上海重型机器厂                  ","1520.00","8871.5450000000"
"开关熔断器组","中信重型机械公司洛阳洛矿提升设备厂       ","1520.00","5041.2450000000"
"豪山烟道热水器","沈阳重型机器制造有限责任公司           ","1520.00","2259.0310000000"
"压力真空表校验器","山西风雷机械厂                  ","1520.00","6459.1780000000"
"差压变送器","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1520.00","9639.5250000000"
"差压变送器","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1520.00","9695.1650000000"
"手推车","大连橡胶塑料机械工业公司             ","1530.00","3937.1060000000"
"永磁式直流测速发电机","河北华宝塑料股份有限公司（原新乐市第三机械厂）  ","1530.00","4625.0610000000"
"永磁式直流测速发电机","河北华宝塑料股份有限公司（原新乐市第三机械厂）  ","1530.00","6154.2040000000"
"高压隔离开关","上海威宇机电制造有限公司             ","1530.00","8821.2190000000"
"万能式断路器","上海威宇机电制造有限公司             ","1530.00","2026.3940000000"
"万能式断路器","上海威宇机电制造有限公司             ","1530.00","5573.9230000000"
"万能式断路器","上海威宇机电制造有限公司             ","1530.00","6187.6410000000"
"万能式断路器","上海威宇机电制造有限公司             ","1530.00","2900.9290000000"
"万能式断路器","上海威宇机电制造有限公司             ","1530.00","3775.4420000000"
"万能式断路器","上海威宇机电制造有限公司             ","1530.00","3696.3480000000"
"负序电压继电器","上海威宇机电制造有限公司             ","1530.00","4613.8740000000"
"YZ、YZW500V中型橡套电缆","上海威宇机电制造有限公司             ","1530.00","5295.4790000000"
"大拇指热水器","兰州轻工机械厂                  ","1530.00","4747.2860000000"
"大拇指热水器","兰州轻工机械厂                  ","1530.00","1875.9970000000"
"液化石油气钢瓶","上海威宇机电制造有限公司             ","154.00","9013.7210000000"
"弹簧全启式安全阀","上海威宇机电制造有限公司             ","1540.00","9145.7740000000"
"旋启单瓣式止回阀","上海威宇机电制造有限公司             ","1540.00","7992.6470000000"
"长孔定子头","上海重型机器厂                  ","1540.00","4019.0980000000"
"螺旋榨油机","沈阳矿山机械（集团）有限责任公司         ","1540.00","4701.9450000000"
"拉白机","中信重型机械公司洛阳洛矿提升设备厂       ","1540.00","3428.5710000000"
"电动机内装插入混凝土振动器","中信重型机械公司洛阳洛矿提升设备厂       ","1540.00","2236.2590000000"
"三相交流同步发电机","太原矿山机器集团有限公司             ","1540.00","2551.3640000000"
"高压隔离开关","太原矿山机器集团有限公司             ","1540.00","8391.4380000000"
"户内负荷开关","太原重型机械（集团）有限公司           ","1540.00","7945.2980000000"
"户内负荷开关","太原重型机械（集团）有限公司           ","1540.00","5076.3580000000"
"星三角起动器","太原矿山机器集团有限公司             ","1540.00","3263.8050000000"
"VV1kv铜芯聚氯乙烯绝缘聚氯乙烯护套电力电缆","昆山青阳化工设备厂                ","1540.00","5858.8130000000"
"VLV1kv铝芯聚氯乙烯绝缘聚氯乙烯护套电力电缆","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1540.00","3797.3090000000"
"角式节流阀","衡阳衡冶重型机械有限公司             ","1550.00","5415.5040000000"
"角式节流阀","中信重型机械公司洛阳洛矿提升设备厂       ","1550.00","7070.4460000000"
"角式节流阀","昆明重工（集团）股份有限公司           ","1550.00","3575.9570000000"
"角式节流阀","昆明重工（集团）股份有限公司           ","1550.00","8863.4710000000"
"自动磨刀裁剪机","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1550.00","6715.6960000000"
"自动磨刀裁剪机","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1550.00","3562.2730000000"
"自动磨刀裁剪机","太原重型机械（集团）有限公司           ","1550.00","2833.0720000000"
"自动磨刀裁剪机","太原重型机械（集团）有限公司           ","1550.00","7594.7200000000"
"汽车骑马攀螺栓拆装机","山西风雷机械厂                  ","1550.00","8680.3310000000"
"汽车骑马攀螺栓拆装机","山西风雷机械厂                  ","1550.00","9045.3330000000"
"三相交流同步发电机","常州飞机制造厂                  ","1550.00","8340.9900000000"
"整流变压器","中国第一拖拉机工程机械公司许昌能用机械厂     ","1550.00","7592.0520000000"
"整流变压器","中国第一拖拉机工程机械公司许昌能用机械厂     ","1550.00","8481.5490000000"
"万能式断路器","淄博市化工设备厂                 ","1550.00","7574.6380000000"
"万能式断路器","淄博市化工设备厂                 ","1550.00","5340.4500000000"
"万能式断路器","淄博市化工设备厂                 ","1550.00","6224.2000000000"
"万能式断路器","淄博市化工设备厂                 ","1550.00","6196.1670000000"
"断路器失灵保护启动箱","沈阳矿山机械（集团）有限责任公司         ","1550.00","1995.3180000000"
"断路器失灵保护启动箱","沈阳矿山机械（集团）有限责任公司         ","1550.00","3084.1190000000"
"视音频自动控制器","沈阳重型机器制造有限责任公司           ","1550.00","7196.8650000000"
"视音频自动控制器","沈阳重型机器制造有限责任公司           ","1550.00","2962.0400000000"
"视频自动切换器","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1550.00","4553.5730000000"
"视频自动切换器","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1550.00","8876.2650000000"
"健伍手持机","中信重型机械公司洛阳洛矿提升设备厂洛阳洛矿冶金","1550.00","3910.8520000000"
"复印机","山西风雷机械厂                  ","1550.00","2366.2540000000"
"反向叶轮","沈阳矿山机械（集团）有限责任公司         ","156.00","6426.8470000000"
"冷凝罐","洛阳洛矿采选设备厂                ","156.00","2767.7780000000"
"屋脊式隔膜阀","太原矿山机器集团有限公司             ","1560.00","9257.9740000000"
"升降直通式止回阀","太原矿山机器集团有限公司             ","1560.00","5302.7850000000"
"升降直通式止回阀","中信重型机械公司洛阳洛矿提升设备厂       ","1560.00","4186.7960000000"
"升降直通式止回阀","中信重型机械公司洛阳洛矿提升设备厂       ","1560.00","8037.8480000000"
"旋启单瓣式止回阀","太原重型机械（集团）有限公司           ","1560.00","5433.2920000000"
"旋启单瓣式止回阀","太原重型机械（集团）有限公司           ","1560.00","9668.5560000000"
"旋启单瓣式止回阀","山西风雷机械厂                  ","1560.00","6929.6090000000"
"旋启单瓣式止回阀","山西风雷机械厂                  ","1560.00","6479.5890000000"
"升降直通式止回阀","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","2907.5090000000"
"弹簧微启式安全阀","广东卫国机械厂                  ","1560.00","5796.5330000000"
"弹簧全启式安全阀","河北省保定地区空压机厂              ","1560.00","3184.9200000000"
"弹簧微启式安全阀","河北省保定地区空压机厂              ","1560.00","5026.8960000000"
"弹簧全启式安全阀","四川华西通用机器制造公司             ","1560.00","8671.2310000000"
"活塞式减压阀","常熟市制药化工机械总厂              ","1560.00","9520.6550000000"
"自耦减压起动器","洛阳洛矿提升设备厂                ","1560.00","2228.7990000000"
"自耦减压起动器","洛阳洛矿提升设备厂                ","1560.00","9554.6300000000"
"万能式断路器","西安化工通用机械厂                ","1560.00","4176.9650000000"
"塑壳断路器","包钢金属结构厂                  ","1560.00","5381.5980000000"
"刀开关","广州化工机械厂                  ","1560.00","8085.0360000000"
"主令控制器","石油天然气第七建设公司金属结构厂         ","1560.00","6853.5100000000"
"电压继电器","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","8696.4860000000"
"电压继电器","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","9215.3190000000"
"长岭冰箱","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","1691.8590000000"
"松下影碟机","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","2925.0520000000"
"光芒热水器","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","8414.1800000000"
"场逆程钟","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","3635.1210000000"
"场逆程钟","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","8480.4620000000"
"场逆程钟","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","8163.6220000000"
"彩色电视发射机","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1560.00","1959.5580000000"
"弹簧全启式安全阀","广东省肇庆化工机械厂               ","1570.00","3396.1800000000"
"弹簧全启式安全阀","洛阳洛矿提升设备厂                ","1570.00","7001.0230000000"
"弹簧全启式安全阀","洛阳洛矿提升设备厂                ","1570.00","8822.3640000000"
"病床","洛阳洛矿采选设备厂                ","1570.00","3045.0710000000"
"病床","洛阳洛矿采选设备厂                ","1570.00","3861.0920000000"
"病床","洛阳洛矿采选设备厂                ","1570.00","9843.8220000000"
"病床","洛阳洛矿采选设备厂                ","1570.00","2542.5100000000"
"自动语音呼号器","洛阳洛矿采选设备厂                ","1570.00","4214.0380000000"
"万能式断路器","常州市武进容器厂                 ","1570.00","3573.4780000000"
"阀控铅蓄电池","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1570.00","5350.2820000000"
"BVR铜芯聚氯乙烯绝缘软线","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1570.00","6362.5520000000"
"小天鹅波轮全自动洗衣机","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1570.00","7636.4480000000"
"RFB铜芯丁腈聚氯乙烯平型软线","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1570.00","6221.6410000000"
"RFB铜芯丁腈聚氯乙烯平型软线","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1570.00","9998.6420000000"
"RFB铜芯丁腈聚氯乙烯平型软线","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1570.00","4763.9310000000"
"联想数码产品","淄博市化工设备厂                 ","158.00","2379.5030000000"
"屋脊式隔膜阀","上海威宇机电制造有限公司             ","1580.00","2351.1980000000"
"旋启单瓣式止回阀","芜湖造船厂附件厂                 ","1580.00","4993.0520000000"
"旋启单瓣式止回阀","芜湖造船厂附件厂                 ","1580.00","7993.5320000000"
"角式节流阀","吉林省四平市液压件厂               ","1580.00","9038.1270000000"
"角式节流阀","上海威宇机电制造有限公司             ","1580.00","9003.4420000000"
"熨烫台","上海威宇机电制造有限公司             ","1580.00","8586.8200000000"
"熨烫台","上海威宇机电制造有限公司             ","1580.00","4290.0710000000"
"不锈钢洗衣车","瑞安市先锋电工机械厂               ","1580.00","8089.8420000000"
"不锈钢洗衣车","瑞安市先锋电工机械厂               ","1580.00","4315.7730000000"
"好易通掌上电脑","瑞安市先锋电工机械厂               ","1580.00","4806.3490000000"
"商务通掌上电脑","浙江萧山市临浦机械厂               ","1580.00","2676.4510000000"
"耦合电容器","山东塑料橡胶机械厂                ","1580.00","5572.2260000000"
"耦合电容器","山东塑料橡胶机械厂                ","1580.00","4593.7280000000"
"脉冲电容器","舟山市汉龙塑料机械有限公司            ","1580.00","1929.7400000000"
"户外高压隔离开关","北京化工设备厂                  ","1580.00","4671.6510000000"
"BVVB铜芯聚氯乙烯绝缘聚氯乙烯护套平型电线","北京化工设备厂                  ","1580.00","7184.8000000000"
"BVVB铜芯聚氯乙烯绝缘聚氯乙烯护套平型电线","北京化工设备厂                  ","1580.00","4174.6440000000"
"摄像机","北京化工设备厂                  ","1580.00","8559.1340000000"
"商务通掌上电脑","广东省肇庆化工机械厂               ","1580.00","4718.1210000000"
"天鹅牌谷物选筛","广州化工机械厂                  ","159.00","1372.6490000000"
"储气罐","常州市武进容器厂                 ","1590.00","2980.3270000000"
"交流稳压器","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1590.00","9503.9180000000"
"户外高压隔离开关","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1590.00","2741.8620000000"
"万能式断路器","大连通产高压釜容器制造有限公司（原大连第四仪表厂）","1590.00","8208.3190000000"
"交流接触器","重庆化工机械厂                  ","1590.00","9389.1770000000"
"豪山强排热水器","重庆化工机械厂                  ","1590.00","2559.0430000000"
"磁浮子液位计","上海石油化工压力容器厂              ","1590.00","3897.3320000000"
"联想打印机","上海威宇机电制造有限公司             ","1598.00","6345.2020000000"
"磁卡、读写设备","浙江省瑞安市电工机械厂              ","160.00","5010.0550000000"
"磁卡、读写设备","上海第一塑料机械厂                ","160.00","6184.2340000000"
"磁卡、读写设备","上海第一塑料机械厂                ","160.00","685.5378000000"
"弹簧全启式安全阀","武汉塑料机械总厂                 ","1600.00","5856.2810000000"
"弹簧全启式安全阀","上海威宇机电制造有限公司             ","1600.00","6929.3480000000"
"弹簧全启式安全阀","上海威宇机电制造有限公司             ","1600.00","9795.4610000000"
"弹簧全启式安全阀","上海威宇机电制造有限公司             ","1600.00","5204.7510000000"
"弹簧全启式安全阀","上海威宇机电制造有限公司             ","1600.00","3576.5360000000"
"弹簧微启式安全阀","上海威宇机电制造有限公司             ","1600.00","3231.0670000000"
"活塞式减压阀","兰州轻工机械厂                  ","1600.00","3160.8970000000"
"弹簧全启式安全阀","兰州轻工机械厂                  ","1600.00","3968.2890000000"
"弹簧全启式安全阀","兰州轻工机械厂                  ","1600.00","4958.0990000000"
"弹簧全启式安全阀","兰州轻工机械厂                  ","1600.00","8439.8280000000"
"手持式凿岩机","兰州轻工机械厂                  ","1600.00","6781.3150000000"
"网罩定子头","上海威宇机电制造有限公司             ","1600.00","1796.6570000000"
"控制系统","上海威宇机电制造有限公司             ","1600.00","2607.8920000000"
"机组","淄博市化工设备厂                 ","1600.00","3403.7500000000"
"控制系统","淄博市化工设备厂                 ","1600.00","4687.7700000000"
"中型三铧犁","重庆化工机械厂                  ","1600.00","2929.3890000000"
"病床","上海威宇机电制造有限公司             ","1600.00","1960.2590000000"
"病床","上海石油化工压力容器厂              ","1600.00","8027.6760000000"
"直流及单相交流带开关防滴式分配电箱","吉林省四平市液压件厂               ","1600.00","7485.8690000000"
"混合式步进电动机","吉林省四平市液压件厂               ","1600.00","5254.5910000000"
"混合式步进电动机","江阴市化工设备厂                 ","1600.00","5870.4000000000"
"混合式步进电动机","江阴市化工设备厂                 ","1600.00","8927.1510000000"
"步进电动机","淄博化工机械厂                  ","1600.00","7737.0730000000"
"万能式断路器","瑞安市东方电工机械有限公司            ","1600.00","3180.3310000000"
"万能式断路器","哈尔滨第一轻工机械厂               ","1600.00","1816.0750000000"
"万能式断路器","江苏维达机械集团公司               ","1600.00","6742.7640000000"
"差动继电器","山东鲁宏塑窗机械集团总公司山东鲁宏新型化学建材股份","1600.00","8352.8980000000"
"真空接触器","上海威宇机电制造有限公司             ","1600.00","1905.5600000000"
"真空接触器","上海威宇机电制造有限公司             ","1600.00","3410.1310000000"
"真空接触器","上海威宇机电制造有限公司             ","1600.00","3447.6350000000"
"真空接触器","上海威宇机电制造有限公司             ","1600.00","3340.0900000000"
"差动继电器","上海威宇机电制造有限公司             ","1600.00","3088.1110000000"
"差动继电器","上海威宇机电制造有限公司             ","1600.00","3688.1530000000"
"公达票据打印机","上海威宇机电制造有限公司             ","1600.00","8807.6630000000"
"佳能传真机","上海威宇机电制造有限公司             ","1600.00","3719.7700000000"
"三星传真机","上海威宇机电制造有限公司             ","1600.00","5321.1050000000"
"三星传真机","上海威宇机电制造有限公司             ","1600.00","2400.4010000000"
"YK多用户卡","上海威宇机电制造有限公司             ","1600.00","8474.6930000000"
"YK多用户卡","沈阳电工机械联合制造公司             ","1600.00","8076.7500000000"
"薄膜式减压阀","上海威宇机电制造有限公司             ","1610.00","1975.2030000000"
"气动垂直板式蝶阀","上海威宇机电制造有限公司             ","1610.00","7949.3940000000"
"气动垂直板式蝶阀","上海威宇机电制造有限公司             ","1610.00","9893.4840000000"
"气动垂直板式蝶阀","上海威宇机电制造有限公司             ","1610.00","2957.2140000000"
"气动垂直板式蝶阀","上海威宇机电制造有限公司             ","1610.00","3229.2370000000"
"升降直通式止回阀","上海威宇机电制造有限公司             ","1610.00","4307.0530000000"
"升降直通式止回阀","上海威宇机电制造有限公司             ","1610.00","9867.1400000000"
"升降直通式止回阀","上海威宇机电制造有限公司             ","1610.00","9252.9570000000"
"圆孔定子头","上海第一化工机械厂                ","1610.00","9677.3990000000"
"糖浆过滤器","兰州轻工机械厂                  ","1610.00","6153.1730000000"
"控制变压器","兰州轻工机械厂                  ","1610.00","6412.7230000000"
"交流接触器","上海威宇机电制造有限公司             ","1610.00","9604.0200000000"
"BLX铝芯橡皮线500伏","上海威宇机电制造有限公司             ","1610.00","1798.5510000000"
"BLX铝芯橡皮线500伏","上海威宇机电制造有限公司             ","1610.00","7574.7140000000"
"视频音频分配器","上海威宇机电制造有限公司             ","1610.00","3580.8250000000"
"蝶形止回阀","上海威宇机电制造有限公司             ","1620.00","9188.5490000000"
"双联弹簧式安全阀","上海威宇机电制造有限公司             ","1620.00","3324.0520000000"
"十万级洁净室","上海威宇机电制造有限公司             ","1620.00","8193.0190000000"
"无阻塞污液泵","上海威宇机电制造有限公司             ","1620.00","3593.7050000000"
"无阻塞污液泵","上海威宇机电制造有限公司             ","1620.00","1901.1910000000"
"单向闸瓦调整器","山东华源山拖有限公司               ","1620.00","3511.7860000000"
"单向闸瓦调整器","山东华源山拖有限公司               ","1620.00","5172.3620000000"
"汽车外形修复机","沈阳电工机械联合制造公司             ","1620.00","6607.8810000000"
"汽车外形修复机","沈阳电工机械联合制造公司             ","1620.00","6701.9580000000"
